"School year","Values","Sex","Age in 5 years group","Full-/Part-time","Schultyp (Ebene +1)","Number","Annotations"
"2017/18","Number of teaching staff","male","to 24 years","Part-time","Vocational schools for apprentices",2,
"2017/18","Number of teaching staff","male","to 24 years","Part-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",24,
"2017/18","Number of teaching staff","male","to 24 years","Part-time","Other schools and colleges for Vocational Education (statutes)",2,
"2017/18","Number of teaching staff","male","to 24 years","Part-time","Teacher-training colleges (till 2015/16)",-,
"2017/18","Number of teaching staff","male","25 to 29 years","Full-time","Cumpulsory schools",1002,
"2017/18","Number of teaching staff","male","25 to 29 years","Full-time","Academic secondary schools",374,
"2017/18","Number of teaching staff","male","25 to 29 years","Full-time","Other general schools (statues)",19,
"2017/18","Number of teaching staff","male","25 to 29 years","Full-time","Vocational schools for apprentices",10,
"2017/18","Number of teaching staff","male","25 to 29 years","Full-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",180,
"2017/18","Number of teaching staff","male","25 to 29 years","Full-time","Other schools and colleges for Vocational Education (statutes)",3,
"2017/18","Number of teaching staff","male","25 to 29 years","Full-time","Teacher-training colleges (till 2015/16)",-,
"2017/18","Number of teaching staff","male","25 to 29 years","Part-time","Cumpulsory schools",146,
"2017/18","Number of teaching staff","male","25 to 29 years","Part-time","Academic secondary schools",273,
"2017/18","Number of teaching staff","male","25 to 29 years","Part-time","Other general schools (statues)",26,
"2017/18","Number of teaching staff","male","25 to 29 years","Part-time","Vocational schools for apprentices",6,
"2017/18","Number of teaching staff","male","25 to 29 years","Part-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",142,
"2017/18","Number of teaching staff","male","25 to 29 years","Part-time","Other schools and colleges for Vocational Education (statutes)",6,
"2017/18","Number of teaching staff","male","25 to 29 years","Part-time","Teacher-training colleges (till 2015/16)",-,
"2017/18","Number of teaching staff","male","30 to 34 years","Full-time","Cumpulsory schools",1027,
"2017/18","Number of teaching staff","male","30 to 34 years","Full-time","Academic secondary schools",704,
"2017/18","Number of teaching staff","male","30 to 34 years","Full-time","Other general schools (statues)",32,
"2017/18","Number of teaching staff","male","30 to 34 years","Full-time","Vocational schools for apprentices",103,
"2017/18","Number of teaching staff","male","30 to 34 years","Full-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",409,
"2017/18","Number of teaching staff","male","30 to 34 years","Full-time","Other schools and colleges for Vocational Education (statutes)",5,
"2017/18","Number of teaching staff","male","30 to 34 years","Full-time","Teacher-training colleges (till 2015/16)",-,
"2017/18","Number of teaching staff","male","30 to 34 years","Part-time","Cumpulsory schools",146,
"2017/18","Number of teaching staff","male","30 to 34 years","Part-time","Academic secondary schools",266,
"2017/18","Number of teaching staff","male","30 to 34 years","Part-time","Other general schools (statues)",17,
"2017/18","Number of teaching staff","male","30 to 34 years","Part-time","Vocational schools for apprentices",31,
"2017/18","Number of teaching staff","male","30 to 34 years","Part-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",205,
"2017/18","Number of teaching staff","male","30 to 34 years","Part-time","Other schools and colleges for Vocational Education (statutes)",10,
"2017/18","Number of teaching staff","male","30 to 34 years","Part-time","Teacher-training colleges (till 2015/16)",-,
"2017/18","Number of teaching staff","male","35 to 39 years","Full-time","Cumpulsory schools",1056,
"2017/18","Number of teaching staff","male","35 to 39 years","Full-time","Academic secondary schools",727,
"2017/18","Number of teaching staff","male","35 to 39 years","Full-time","Other general schools (statues)",38,
"2017/18","Number of teaching staff","male","35 to 39 years","Full-time","Vocational schools for apprentices",236,
"2017/18","Number of teaching staff","male","35 to 39 years","Full-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",724,
"2017/18","Number of teaching staff","male","35 to 39 years","Full-time","Other schools and colleges for Vocational Education (statutes)",10,
"2017/18","Number of teaching staff","male","35 to 39 years","Full-time","Teacher-training colleges (till 2015/16)",-,
"2017/18","Number of teaching staff","male","35 to 39 years","Part-time","Cumpulsory schools",171,
"2017/18","Number of teaching staff","male","35 to 39 years","Part-time","Academic secondary schools",226,
"2017/18","Number of teaching staff","male","35 to 39 years","Part-time","Other general schools (statues)",20,
"2017/18","Number of teaching staff","male","35 to 39 years","Part-time","Vocational schools for apprentices",41,
"2017/18","Number of teaching staff","male","35 to 39 years","Part-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",248,
"2017/18","Number of teaching staff","male","35 to 39 years","Part-time","Other schools and colleges for Vocational Education (statutes)",14,
"2017/18","Number of teaching staff","male","35 to 39 years","Part-time","Teacher-training colleges (till 2015/16)",-,
"2017/18","Number of teaching staff","male","40 to 44 years","Full-time","Cumpulsory schools",1108,
"2017/18","Number of teaching staff","male","40 to 44 years","Full-time","Academic secondary schools",647,
"2017/18","Number of teaching staff","male","40 to 44 years","Full-time","Other general schools (statues)",44,
"2017/18","Number of teaching staff","male","40 to 44 years","Full-time","Vocational schools for apprentices",354,
"2017/18","Number of teaching staff","male","40 to 44 years","Full-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",960,
"2017/18","Number of teaching staff","male","40 to 44 years","Full-time","Other schools and colleges for Vocational Education (statutes)",8,
"2017/18","Number of teaching staff","male","40 to 44 years","Full-time","Teacher-training colleges (till 2015/16)",-,
"2017/18","Number of teaching staff","male","40 to 44 years","Part-time","Cumpulsory schools",178,
"2017/18","Number of teaching staff","male","40 to 44 years","Part-time","Academic secondary schools",199,
"2017/18","Number of teaching staff","male","40 to 44 years","Part-time","Other general schools (statues)",21,
"2017/18","Number of teaching staff","male","40 to 44 years","Part-time","Vocational schools for apprentices",58,
"2017/18","Number of teaching staff","male","40 to 44 years","Part-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",326,
"2017/18","Number of teaching staff","male","40 to 44 years","Part-time","Other schools and colleges for Vocational Education (statutes)",24,
"2017/18","Number of teaching staff","male","40 to 44 years","Part-time","Teacher-training colleges (till 2015/16)",-,
"2017/18","Number of teaching staff","male","45 to 49 years","Full-time","Cumpulsory schools",1241,
"2017/18","Number of teaching staff","male","45 to 49 years","Full-time","Academic secondary schools",721,
"2017/18","Number of teaching staff","male","45 to 49 years","Full-time","Other general schools (statues)",43,
"2017/18","Number of teaching staff","male","45 to 49 years","Full-time","Vocational schools for apprentices",562,
"2017/18","Number of teaching staff","male","45 to 49 years","Full-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",1332,
"2017/18","Number of teaching staff","male","45 to 49 years","Full-time","Other schools and colleges for Vocational Education (statutes)",21,
"2017/18","Number of teaching staff","male","45 to 49 years","Full-time","Teacher-training colleges (till 2015/16)",-,
"2017/18","Number of teaching staff","male","45 to 49 years","Part-time","Cumpulsory schools",231,
"2017/18","Number of teaching staff","male","45 to 49 years","Part-time","Academic secondary schools",204,
"2017/18","Number of teaching staff","male","45 to 49 years","Part-time","Other general schools (statues)",25,
"2017/18","Number of teaching staff","male","45 to 49 years","Part-time","Vocational schools for apprentices",78,
"2017/18","Number of teaching staff","male","45 to 49 years","Part-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",409,
"2017/18","Number of teaching staff","male","45 to 49 years","Part-time","Other schools and colleges for Vocational Education (statutes)",40,
"2017/18","Number of teaching staff","male","45 to 49 years","Part-time","Teacher-training colleges (till 2015/16)",-,
"2017/18","Number of teaching staff","male","50 to 54 years","Full-time","Cumpulsory schools",1534,
"2017/18","Number of teaching staff","male","50 to 54 years","Full-time","Academic secondary schools",858,
"2017/18","Number of teaching staff","male","50 to 54 years","Full-time","Other general schools (statues)",31,
"2017/18","Number of teaching staff","male","50 to 54 years","Full-time","Vocational schools for apprentices",553,
"2017/18","Number of teaching staff","male","50 to 54 years","Full-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",1626,
"2017/18","Number of teaching staff","male","50 to 54 years","Full-time","Other schools and colleges for Vocational Education (statutes)",21,
"2017/18","Number of teaching staff","male","50 to 54 years","Full-time","Teacher-training colleges (till 2015/16)",-,
"2017/18","Number of teaching staff","male","50 to 54 years","Part-time","Cumpulsory schools",284,
"2017/18","Number of teaching staff","male","50 to 54 years","Part-time","Academic secondary schools",197,
"2017/18","Number of teaching staff","male","50 to 54 years","Part-time","Other general schools (statues)",26,
"2017/18","Number of teaching staff","male","50 to 54 years","Part-time","Vocational schools for apprentices",112,
"2017/18","Number of teaching staff","male","50 to 54 years","Part-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",445,
"2017/18","Number of teaching staff","male","50 to 54 years","Part-time","Other schools and colleges for Vocational Education (statutes)",47,
"2017/18","Number of teaching staff","male","50 to 54 years","Part-time","Teacher-training colleges (till 2015/16)",-,
"2017/18","Number of teaching staff","male","55 to 59 years","Full-time","Cumpulsory schools",1765,
"2017/18","Number of teaching staff","male","55 to 59 years","Full-time","Academic secondary schools",1101,
"2017/18","Number of teaching staff","male","55 to 59 years","Full-time","Other general schools (statues)",22,
"2017/18","Number of teaching staff","male","55 to 59 years","Full-time","Vocational schools for apprentices",466,
"2017/18","Number of teaching staff","male","55 to 59 years","Full-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",1610,
"2017/18","Number of teaching staff","male","55 to 59 years","Full-time","Other schools and colleges for Vocational Education (statutes)",26,
"2017/18","Number of teaching staff","male","55 to 59 years","Full-time","Teacher-training colleges (till 2015/16)",-,
"2017/18","Number of teaching staff","male","55 to 59 years","Part-time","Cumpulsory schools",495,
"2017/18","Number of teaching staff","male","55 to 59 years","Part-time","Academic secondary schools",234,
"2017/18","Number of teaching staff","male","55 to 59 years","Part-time","Other general schools (statues)",21,
"2017/18","Number of teaching staff","male","55 to 59 years","Part-time","Vocational schools for apprentices",88,
"2017/18","Number of teaching staff","male","55 to 59 years","Part-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",379,
"2017/18","Number of teaching staff","male","55 to 59 years","Part-time","Other schools and colleges for Vocational Education (statutes)",35,
